sample	metabolite	derivative	isotopologue	area	resolution
13CPROT2	Tryptophan C3-C11	TMS 3	m6	119	2000
13CPROT2	Tryptophan C3-C11	TMS 3	m7	122	2000
13CPROT2	Tryptophan C3-C11	TMS 3	m8	23	2000
13CPROT2	Tryptophan C3-C11	TMS 3	m9	43	2000
13CPROT2	Sucrose (C1-C6gluc and fruc)	TMS 8	m0	66	2000
13CPROT2	Sucrose (C1-C6gluc and fruc)	TMS 8	m1	42	2000
13CPROT2	Sucrose (C1-C6gluc and fruc)	TMS 8	m2	41	2000
13CPROT2	Sucrose (C1-C6gluc and fruc)	TMS 8	m3	32	2000
13CPROT2	Sucrose (C1-C6gluc and fruc)	TMS 8	m4	43	2000
13CPROT2	Sucrose (C1-C6gluc and fruc)	TMS 8	m5	31	2000
13CPROT2	Sucrose (C1-C6gluc and fruc)	TMS 8	m6	46	2000
13CPROT2	Sucrose (C1-C6fructose)	TMS 8	m0	27	2000
13CPROT2	Sucrose (C1-C6fructose)	TMS 8	m1	54	2000
13CPROT2	Sucrose (C1-C6fructose)	TMS 8	m2	44	2000
13CPROT2	Sucrose (C1-C6fructose)	TMS 8	m3	50	2000
13CPROT2	Sucrose (C1-C6fructose)	TMS 8	m4	100	2000
13CPROT2	Sucrose (C1-C6fructose)	TMS 8	m5	13	2000
13CPROT2	Sucrose (C1-C6fructose)	TMS 8	m6	54	2000
